mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
66	66	783/4	783/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	466										55	55
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	467										55	55
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	468										55	55
67	67	198	198	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	469							34				
67	67	397/2	397/2	0.0	1/8	1/8	Spanner	3/4	1	1	0											34	6			
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	470							34	6			
67	67	199	199	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	471							34	6			
67	67	200	200	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	472							34	6			
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	473							34	6			
67	67	198	198	0.0	0	0	Spanner	3/4	2	1	0															
67	67	198	198	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	474											
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	475											
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	476											
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	477											
68	68	201	201	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	478							34	6			
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	479							34	6			
68	68	202	202	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	480							34	6			
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	481							34	6			
68	68	201	201	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	482								6			
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	483								6			
68	68	202	202	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	484								6			
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	485								6			
68	68	201	201	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	486											
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	487											
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	488											
68	68	203	203	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	489											
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	490											
68	68	203	203	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	491											
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	492											
69	69	204	204	0.0	0	0	Spanner	3/4	1	1	0															
69	69	204	204	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	493											
69	69	205	205	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f										
69	69	205	205	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p										
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	494							35				
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	495							35				
69	69	204	204	0.0	0	0	Spanner	3/4	2	1	0														56	56
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	496										56	56
69	69	205	205	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	497							36			56	56
69	69	413/2	413/2	0.0	5/8	5/8	Spanner	3/4	2	1	0											36				
69	69	413/2	413/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	498							36				
70	70	207	207	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	499											
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	500							37				
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	501							37				
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	502							37				
70	70	207	207	0.0	0	0	Chord	3/4	2	1	0	grace16	1/16	1	503							36				
70	70	207	207	0.0	0	0	Chord	3/4	2	1	0	grace16	1/16	1	504							36				
70	70	207	207	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	505							36				
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	506							36				
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	507											
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	508							38				
71	71	210	210	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	509											
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	510							39				
71	71	210	210	0.0	0	0	Spanner	3/4	2	1	0											38			57	57
71	71	210	210	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	511							38			57	57
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	512							38			57	57
71	71	211	211	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	513							38			57	57
71	71	425/2	425/2	0.0	5/8	5/8	Spanner	3/4	2	1	0											38				
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	514							38				
72	72	213	213	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	515											
72	72	855/4	855/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	516							40				
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	517							40				
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	518											
72	72	213	213	0.0	0	0	Chord	3/4	2	1	0	grace16	1/16	1	519											
72	72	213	213	0.0	0	0	Chord	3/4	2	1	0	grace16	1/16	1	520											
72	72	213	213	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	521											
72	72	855/4	855/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	522							41				
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	523							41				
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	524							41				
72	72	213	213	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	525											
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	526							42				
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	527							42				
73	73	216	216	0.0	0	0	Spanner	3/4	2	1	0														58	58
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	528										58	58
73	73	217	217	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	529							43			58	58
73	73	218	218	0.0	1/2	1/2	Spanner	3/4	2	1	0											43				
73	73	437/2	437/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	530							43				
73	73	216	216	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	531											
74	74	219	219	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	532											
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	533		articStaccatoBelow									
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	534		articStaccatoBelow									
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	535		articStaccatoBelow									
74	74	219	219	0.0	0	0	Chord	3/4	2	1	0	grace16	1/16	1	536							43				
74	74	219	219	0.0	0	0	Chord	3/4	2	1	0	grace16	1/16	1	537							43				
74	74	219	219	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	538							43				
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	539							43				
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	540											
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	541							44				
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	542											
75	75	222	222	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	543							45				
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	544							45				
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	545							45				
75	75	222	222	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	546							44				
75	75	223	223	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	547							44				
75	75	449/2	449/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	548							44				
75	75	222	222	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	549											
76	76	225	225	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	550							45				
76	76	226	226	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	551							45				
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	552							45				
76	76	225	225	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	553							44				
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	554							44				
76	76	226	226	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	555							44				
76	76	453/2	453/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	556							44				
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	557							44				
76	76	225	225	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	558											
77	77	228	228	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	559							45				
77	77	913/4	913/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	560											
77	77	229	229	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	561							46				
77	77	461/2	461/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	562							46				
77	77	228	228	0.0	0	0	Dynamic	3/4	1	2	0					ff										
77	77	228	228	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	563											
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	564											
77	77	230	230	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	565											
77	77	461/2	461/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	566											
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0														59	59
77	77	228	228	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	567										59	59
77	77	229	229	0.0	1/4	1/4	Spanner	3/4	2	1	0															
77	77	229	229	0.0	1/4	1/4	Spanner	3/4	2	1	0														60	60
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	568		articAccentAbove								60	60
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	569										60	60
78	78	231	231	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	570		articStaccatoBelow					46				
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	571							46				
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	572											
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	573							47				
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0															
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0														61	61
78	78	231	231	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	574										61	61
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	575										61	61
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	576		articAccentAbove								61	61
79	79	234	234	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	577							47				
79	79	235	235	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	578							47				
79	79	473/2	473/2	0.0	5/8	5/8	Spanner	3/4	1	1	0											47	7			
79	79	473/2	473/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	579							47	7			
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	580		articAccentBelow						7			
79	79	236	236	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	581								7			
79	79	473/2	473/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	582								7			
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0															
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0														62	62
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	583										62	62
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	584										62	62
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	585										62	62
80	80	237	237	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	586								7			
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	587							48	7			
80	80	238	238	0.0	1/4	1/4	Spanner	3/4	1	1	0											48				
80	80	238	238	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	588							48				
80	80	238	238	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	589							48				
80	80	239	239	0.0	1/2	1/2	Dynamic	3/4	1	1	0					fz										
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	590											
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0															
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0														63	63
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	591										63	63
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	592										63	63
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	593										63	63
81	81	241	241	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	594							49				
81	81	485/2	485/2	0.0	5/8	5/8	Spanner	3/4	1	1	0											49	8			
81	81	485/2	485/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	595							49	8			
81	81	241	241	0.0	1/4	1/4	Dynamic	3/4	1	2	0					f							8			
81	81	241	241	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	596								8			
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0															
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	597											
81	81	241	241	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	598		articAccentAbove									
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	599											
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	600							49	8			
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	601							49	8			
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	602							49	8			
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	603							49	8			
82	82	243	243	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	604											
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	605											
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	606											
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	607											
82	82	243	243	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	608											
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	609											
83	83	246	246	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	610							49	8			
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	611							49	8			
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	612							49	8			
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	613							49	8			
83	83	246	246	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	614											
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	615											
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	616											
83	83	248	248	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	617											
83	83	497/2	497/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	618											
83	83	246	246	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	619											
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	620											
84	84	249	249	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	621							49	8			
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	622							49	8			
84	84	250	250	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	623							49	8			
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	624							49	8			
84	84	251	251	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	625								8			
84	84	503/2	503/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	626								8			
84	84	249	249	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	627											
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	628											
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	629											
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	630											
85	85	252	252	0.0	0	0	Spanner	3/4	1	1	0											49				
85	85	252	252	0.0	0	0	Spanner	3/4	1	1	0											49		7		
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	631							49		7		
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	632							49		7		
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	633							49		7		
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	634							49		7		
85	85	254	254	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	635									7		
85	85	509/2	509/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	636									7		
85	85	252	252	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	637							50				
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	638							50				
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	639							50				
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	640							50				
86	86	255	255	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	641							49		7		
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	642							49		7		
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	643							49		7		
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	644							49		7		
86	86	255	255	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	645							50				
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	646							50				
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	647							50				
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	648							50				
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	649							49		7		
87	87	517/2	517/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	650							49		7		
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	651							49		7		
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	652							49		7		
87	87	258	258	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	653							50				
87	87	517/2	517/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	654							50				
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	655							50				
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	656							50				
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	657							49		7		
88	88	523/2	523/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	658							49		7		
88	88	262	262	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	659									7		
88	88	525/2	525/2	0.0	3/8	3/8	Spanner	3/4	1	1	0															
88	88	1051/4	1051/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	660							51				
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	661		articAccentBelow					51				
88	88	261	261	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	662							50				
88	88	523/2	523/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	663							50				
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	664											
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	665											
89	89	264	264	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	666											
89	89	265	265	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p										
89	89	265	265	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	667							52				
89	89	533/2	533/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	668							52				
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0														64	64
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	669		articStaccatoBelow								64	64
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	670										64	64
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	671										64	64
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	672							52				
90	90	535/2	535/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	673							52				
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	674							52				
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	675											
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0															
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0														65	65
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	676										65	65
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	677										65	65
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	678										65	65
91	91	271	271	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	679							53				
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	680							53				
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0															
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0														66	66
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	681										66	66
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	682										66	66
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	683										66	66
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	684							53				
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	685							53				
92	92	274	274	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	686							53				
92	92	549/2	549/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	687							53				
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	688							53				
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0															
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0														67	67
92	92	273	273	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	689										67	67
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	690										67	67
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	691										67	67
93	93	276	276	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	692											
93	93	277	277	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	693							54				
93	93	557/2	557/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	694							54				
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0															
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0														68	68
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	695										68	68
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	696										68	68
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	697										68	68
94	94	279	279	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	698							54				
94	94	559/2	559/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	699							54				
94	94	280	280	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	700							54				
94	94	561/2	561/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	701							54				
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	702											
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0															
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0														69	69
94	94	279	279	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	703										69	69
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	704										69	69
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	705										69	69
95	95	283	283	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	706							55				
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	707							55				
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0															
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0														70	70
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	708										70	70
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	709										70	70
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	710										70	70
96	96	285	285	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	711							55				
96	96	571/2	571/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	712							55				
96	96	286	286	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	713							55				
96	96	573/2	573/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	714							55				
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	715											
96	96	285	285	0.0	0	0	Spanner	3/4	2	1	0															
96	96	285	285	0.0	0	0	Spanner	3/4	2	1	0														71	71
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	716										71	71
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	717										71	71
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	718										71	71
97	97	289	289	0.0	1/4	1/4	StaffText	3/4	1	1	0							<i>rall.</i>								
97	97	289	289	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	719							56				
97	97	581/2	581/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	720							56				
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0															
