mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.	crescendo_line	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
72	69	823/4	823/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	721							73					4			
72	69	206	206	0.0	1/4	1/4	Spanner	3/4	1	1	0											73								
72	69	206	206	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	722							73								
72	69	207	207	0.0	1/2	1/2	Spanner	3/4	1	1	0															14				
72	69	207	207	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	723											14				
72	69	205	205	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	724											14				
72	69	206	206	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	725											14				
72	69	207	207	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	726											14				
72	69	205	205	0.0	0	0	Spanner	3/4	2	1	0																			
72	69	205	205	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	727															
72	69	206	206	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	728															
72	69	207	207	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	729															
73	70	208	208	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	730							74				14				
73	70	417/2	417/2	0.0	1/8	1/8	Spanner	3/4	1	1	0											74								
73	70	417/2	417/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	731							74								
73	70	835/4	835/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	732							74								
73	70	209	209	0.0	1/4	1/4	Spanner	3/4	1	1	0											74				15				
73	70	209	209	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	733							74				15				
73	70	210	210	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	734											15				
73	70	208	208	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	735											15				
73	70	209	209	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	736											15				
73	70	210	210	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	737											15				
73	70	208	208	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	738															
73	70	209	209	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	739															
73	70	210	210	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	740															
74	71	211	211	0.0	0	0	Spanner	3/4	1	1	0																			
74	71	211	211	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	741							75								
74	71	423/2	423/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	742							75								
74	71	847/4	847/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	743							75								
74	71	212	212	0.0	1/4	1/4	Spanner	3/4	1	1	0											75				16				
74	71	212	212	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	744							75				16				
74	71	213	213	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	745											16				
74	71	211	211	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	746											16				
74	71	213	213	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	747		articAccentBelow									16				
74	71	211	211	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	748															
74	71	212	212	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	749															
74	71	211	211	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	750															
74	71	213	213	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	751															
75	72	214	214	0.0	0	0	Dynamic	3/4	1	1	0					pp														
75	72	214	214	0.0	0	0	Spanner	3/4	1	1	0																			
75	72	214	214	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	752							76								
75	72	643/3	643/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	753							76								
75	72	644/3	644/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	754															
75	72	215	215	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	755															
75	72	214	214	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	756															
75	72	214	214	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	757							77								
75	72	643/3	643/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	758							77								
75	72	644/3	644/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	759															
75	72	215	215	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	760															
75	72	214	214	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	761															
