mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill	Ottava:8va
103	218	609/2	609/2	0.5	1/8	1/8	Chord	3/4	1	3	1/8		1/8	1	804													
103	218	305	305	0.5	1/4	1/4	Chord	3/4	1	3	1/8		1/8	1	805													
103	218	305	305	1.0	1/4	1/4	Chord	3/4	1	4	1/4		1/4	1	806													
103	218	304	304	0.0	0	0	Spanner	3/4	2	1	0														29	29		
103	218	304	304	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	807										29	29		
103	218	306	306	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	808										29	29		
104	219	307	307	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	809							52						
104	219	308	308	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	810							52						
104	219	617/2	617/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	811							52						
104	219	309	309	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	812							52						
104	219	928/3	928/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	813							52						
104	219	929/3	929/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	814							52						
104	219	307	307	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	815													
104	219	308	308	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	816													
104	219	309	309	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	817													
104	219	617/2	617/2	1.5	3/8	3/8	Chord	3/4	1	3	3/8		1/4	3/2	818													
104	219	307	307	0.0	0	0	Spanner	3/4	2	1	0																	
104	219	307	307	0.0	0	0	Spanner	3/4	2	1	0														30	30		
104	219	307	307	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	819										30	30		
104	219	309	309	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	820										30	30		
105	220	310	310	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	821							52						
105	220	623/2	623/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	822							52						
105	220	312	312	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	823							52						
105	220	621/2	621/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	824													
105	220	311	311	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	825													
105	220	312	312	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	826													
105	220	621/2	621/2	1.5	1/8	1/8	Chord	3/4	1	3	3/8		1/4	3/2	827													
105	220	311	311	1.0	1/4	1/4	Chord	3/4	1	4	1/4		1/4	1	828													
105	220	310	310	0.0	0	0	Spanner	3/4	2	1	0																	
105	220	310	310	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	829													
105	220	312	312	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	830													
106	221	313	313	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	831													
106	221	314	314	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	832							53						
106	221	629/2	629/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	833							53						
106	221	315	315	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	834							53						
106	221	946/3	946/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	835							53						
106	221	947/3	947/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	836							53						
106	221	314	314	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	837													
106	221	629/2	629/2	1.5	3/8	3/8	Chord	3/4	1	3	3/8		1/4	3/2	838													
106	221	313	313	0.0	0	0	Spanner	3/4	2	1	0														31	31		
106	221	313	313	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	839										31	31		
106	221	315	315	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	840										31	31		
107	222	316	316	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	841							53						
107	222	635/2	635/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	842							53						
107	222	318	318	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	843							53						
107	222	633/2	633/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	844													
107	222	317	317	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	845													
107	222	318	318	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	846													
107	222	633/2	633/2	1.5	1/8	1/8	Chord	3/4	1	3	3/8		1/4	3/2	847													
107	222	317	317	1.0	1/4	1/4	Chord	3/4	1	4	1/4		1/4	1	848													
107	222	316	316	0.0	0	0	Spanner	3/4	2	1	0																	
107	222	316	316	0.0	0	0	Spanner	3/4	2	1	0														32	32		
107	222	316	316	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	849										32	32		
107	222	318	318	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	850										32	32		
108	223	319	319	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	851													
108	223	320	320	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	852							54						
108	223	641/2	641/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	853							54						
108	223	321	321	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	854							54						
108	223	964/3	964/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	855							54						
108	223	965/3	965/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	856							54						
108	223	319	319	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	857													
108	223	320	320	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	858													
108	223	321	321	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	859													
108	223	641/2	641/2	1.5	3/8	3/8	Chord	3/4	1	4	3/8		1/4	3/2	860													
108	223	319	319	0.0	0	0	Spanner	3/4	2	1	0																	
108	223	319	319	0.0	0	0	Spanner	3/4	2	1	0														33	33		
108	223	319	319	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	861										33	33		
108	223	321	321	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	862										33	33		
109	224	322	322	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	863							54						
109	224	647/2	647/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	864							54						
109	224	324	324	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	865							54						
109	224	645/2	645/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	866													
109	224	323	323	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	867													
109	224	645/2	645/2	1.5	1/8	1/8	Chord	3/4	1	3	3/8		1/4	3/2	868													
109	224	323	323	1.0	1/4	1/4	Chord	3/4	1	4	1/4		1/4	1	869													
109	224	322	322	0.0	0	0	Spanner	3/4	2	1	0																	
109	224	322	322	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	870													
109	224	324	324	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	871													
110	225	325	325	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	872							54						
110	225	326	326	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	873							54						
110	225	653/2	653/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	874							54						
110	225	327	327	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	875							54						
110	225	982/3	982/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	876							54						
110	225	983/3	983/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	877							54						
110	225	326	326	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	878													
110	225	653/2	653/2	1.5	3/8	3/8	Chord	3/4	1	3	3/8		1/4	3/2	879													
110	225	325	325	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	880													
110	225	327	327	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	881													
111	226	328	328	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	882							54						
111	226	659/2	659/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	883							54						
111	226	330	330	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	884							54						
111	226	657/2	657/2	1.5	1/8	1/8	Chord	3/4	1	2	3/8		1/4	3/2	885													
111	226	330	330	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	886													
111	226	657/2	657/2	0.5	1/8	1/8	Chord	3/4	1	3	1/8		1/8	1	887													
111	226	329	329	0.5	1/4	1/4	Chord	3/4	1	3	1/8		1/8	1	888													
111	226	329	329	1.0	1/4	1/4	Chord	3/4	1	4	1/4		1/4	1	889													
111	226	328	328	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	890													
111	226	330	330	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	891													
112	227	331	331	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	892													
112	227	332	332	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	893							55						
112	227	665/2	665/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	894							55						
112	227	333	333	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	895							55						
112	227	1000/3	1000/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	896							55						
112	227	1001/3	1001/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	897							55						
112	227	332	332	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	898													
112	227	665/2	665/2	1.5	3/8	3/8	Chord	3/4	1	3	3/8		1/4	3/2	899													
112	227	331	331	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	900													
112	227	333	333	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	901													
113	228	334	334	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	902							55						
113	228	335	335	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	903							55						
113	228	671/2	671/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	904							55						
113	228	336	336	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	905							55						
113	228	335	335	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	906													
113	228	336	336	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	907													
113	228	334	334	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	908													
113	228	336	336	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	909													
114	229	337	337	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	910													
114	229	338	338	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	911							56						
114	229	677/2	677/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	912							56						
114	229	339	339	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	913							56						
114	229	1018/3	1018/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	914							56						
114	229	1019/3	1019/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	915							56						
114	229	338	338	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	916													
114	229	677/2	677/2	1.5	3/8	3/8	Chord	3/4	1	3	3/8		1/4	3/2	917													
114	229	337	337	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	918													
114	229	339	339	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	919													
115	230	340	340	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	920							56						
115	230	683/2	683/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	921							56						
115	230	342	342	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	922							56						
115	230	681/2	681/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	923													
115	230	341	341	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	924													
115	230	681/2	681/2	1.5	1/8	1/8	Chord	3/4	1	3	3/8		1/4	3/2	925													
115	230	341	341	1.0	1/4	1/4	Chord	3/4	1	4	1/4		1/4	1	926													
115	230	340	340	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	927													
115	230	342	342	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	928													
116	231	343	343	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	929													
116	231	344	344	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	930							57						
116	231	689/2	689/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	931							57						
116	231	345	345	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	932							57						
116	231	1036/3	1036/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	933							57						
116	231	1037/3	1037/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	934							57						
116	231	344	344	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	935													
116	231	689/2	689/2	1.5	3/8	3/8	Chord	3/4	1	3	3/8		1/4	3/2	936													
116	231	343	343	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	937													
116	231	345	345	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	938													
117	232	346	346	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	939							57						
117	232	347	347	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	940							57						
117	232	695/2	695/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	941							57						
117	232	348	348	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	942							57						
117	232	346	346	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	943													
117	232	693/2	693/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	944													
117	232	347	347	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	945													
117	232	346	346	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	946													
117	232	347	347	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	947													
117	232	348	348	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	948													
118	233	349	349	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	949													
118	233	350	350	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	950							58						
118	233	701/2	701/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	951							58						
118	233	351	351	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	952							58						
118	233	1054/3	1054/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	953							58						
118	233	1055/3	1055/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	954							58						
118	233	350	350	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	955													
118	233	351	351	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	956													
118	233	701/2	701/2	1.5	3/8	3/8	Chord	3/4	1	3	3/8		1/4	3/2	957													
118	233	349	349	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	958													
118	233	351	351	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	959													
119	234	352	352	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	960							58						
119	234	707/2	707/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	961							58						
119	234	354	354	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	962							58						
119	234	705/2	705/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	963													
119	234	353	353	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	964													
119	234	705/2	705/2	1.5	1/8	1/8	Chord	3/4	1	3	3/8		1/4	3/2	965													
119	234	353	353	1.0	1/4	1/4	Chord	3/4	1	4	1/4		1/4	1	966													
119	234	352	352	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	967													
119	234	354	354	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	968													
120	235	355	355	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	969							58						
120	235	713/2	713/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	970							58						
120	235	357	357	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	971							58						
120	235	711/2	711/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	972													
120	235	356	356	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	973													
120	235	711/2	711/2	1.5	1/8	1/8	Chord	3/4	1	3	3/8		1/4	3/2	974													
120	235	356	356	1.0	1/4	1/4	Chord	3/4	1	4	1/4		1/4	1	975													
120	235	355	355	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	976													
120	235	357	357	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	977													
121	236	358	358	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	978							58						
121	236	719/2	719/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	979							58						
121	236	360	360	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	980							58						
121	236	717/2	717/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	981													
121	236	359	359	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	982													
121	236	717/2	717/2	1.5	1/8	1/8	Chord	3/4	1	3	3/8		1/4	3/2	983													
121	236	359	359	1.0	1/4	1/4	Chord	3/4	1	4	1/4		1/4	1	984													
121	236	358	358	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	985													
121	236	360	360	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	986													
122	237	361	361	0.0	0	0	Spanner	3/4	1	1	0											58					0	
122	237	361	361	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	987							58					0	
122	237	361	361	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	988													
122	237	362	362	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	989							59						
122	237	727/2	727/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	990							59						
123	238	364	364	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	991							58					0	
123	238	364	364	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	992							59						
123	238	365	365	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	993							59						
123	238	733/2	733/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	994							59						
124	239	367	367	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	995							58					0	
124	239	367	367	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	996							59						
124	239	1471/4	1471/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	997							59						
124	239	368	368	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	998							59						
124	239	739/2	739/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	999							59						
125	240	370	370	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1000							58					0	
125	240	370	370	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1001							59						
125	240	1483/4	1483/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1002							59						
125	240	371	371	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1003													
126	241	373	373	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1004							58					0	
126	241	373	373	0.0	0	0	Spanner	3/4	2	1	0														34	34		
126	241	373	373	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1005										34	34		
126	241	374	374	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1006							60			34	34		
126	241	751/2	751/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1007							60			34	34		
127	242	376	376	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1008							58					0	
127	242	376	376	0.0	0	0	Spanner	3/4	2	1	0											60						
127	242	376	376	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1009							60						
127	242	377	377	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1010							60						
127	242	757/2	757/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1011							60						
128	243	379	379	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1012							58					0	
128	243	379	379	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1013							60						
128	243	1519/4	1519/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1014							60						
128	243	380	380	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1015							60						
128	243	381	381	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1016							60						
129	244	382	382	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1017							58					0	
129	244	382	382	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1018							60						
129	244	1531/4	1531/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1019							60						
129	244	383	383	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1020													
130	245	385	385	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1021							58					0	
130	245	385	385	0.0	0	0	Spanner	3/4	2	1	0														35	35		
130	245	385	385	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1022										35	35		
130	245	386	386	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1023										35	35		
131	246	388	388	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/16	1	1024							58					0	
131	246	388	388	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/16	1	1025							58					0	
131	246	388	388	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/16	1	1026							58					0	
131	246	388	388	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/16	1	1027							58					0	
131	246	388	388	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/16	1	1028							58					0	
131	246	388	388	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1029							58					0	
131	246	388	388	0.0	0	0	Spanner	3/4	2	1	0																	
131	246	388	388	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1030							61						
131	246	1555/4	1555/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1031							61						
131	246	389	389	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1032													
132	247	391	391	0.0	0	0	Spanner	3/4	1	1	0																	
132	247	391	391	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1033													
132	247	391	391	0.0	0	0	Spanner	3/4	2	1	0														36	36		
132	247	391	391	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1034										36	36		
132	247	394	394	0.0	3/4	3/4	Spanner	3/4	2	1	0																	
