mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	TextLine	TextLine_poco stretto	TextLine_slentando	Trill:trill
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	701		articStaccatoBelow										68	68				
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	702												68	68				
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	703												68	68				
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	704																	
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	705		articStaccatoAbove															
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	706		articAccentAbove															
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																					
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																69	69				
90	90	267	267	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	707		articStaccatoBelow										69	69				
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	708												69	69				
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	709		articAccentAbove										69	69				
91	91	1083/4	1083/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	710							106										
91	91	271	271	0.0	1/4	1/4	Spanner	3/4	1	1	0											106			5							
91	91	271	271	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	711							106			5							
91	91	272	272	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	712							106			5							
91	91	1091/4	1091/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	713										5							
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																					
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	714		articStaccatoBelow															
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	715																	
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	716		articStaccatoBelow															
92	92	273	273	0.0	0	0	Spanner	3/4	1	1	0																					
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	717		articStaccatoAbove															
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	718		articStaccatoAbove															
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	719		articAccentAbove															
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0																70	70				
92	92	273	273	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	720												70	70				
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	721		articStaccatoBelow										70	70				
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	722		articAccentAbove										70	70				
92	92	275	275	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
93	93	276	276	0.0	0	0	Dynamic	3/4	1	1	0					p																
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	723							107										
93	93	277	277	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	724							107										
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	725		articStaccatoBelow															
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0																71	71				
93	93	276	276	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	726		articStaccatoBelow										71	71				
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	727		articStaccatoBelow					108					71	71				
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	728							108					71	71				
93	93	278	278	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	729																	
94	94	1119/4	1119/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	730							109										
94	94	280	280	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	731							109										
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	732																	
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0																72	72				
94	94	279	279	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	733		articStaccatoBelow										72	72				
94	94	1119/4	1119/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	734							110					72	72				
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	735							110					72	72				
94	94	281	281	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	736																	
95	95	282	282	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	737																	
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	738							111										
95	95	284	284	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	739							111										
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	740							111										
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	741		articStaccatoBelow															
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	742							112										
95	95	284	284	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	743							112										
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	744							112										
96	96	285	285	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	745							111										
96	96	1143/4	1143/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	746							111										
96	96	286	286	0.0	1/4	1/4	Spanner	3/4	1	1	0											111	1									
96	96	286	286	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	747							111	1									
96	96	287	287	0.0	1/2	1/2	Spanner	3/4	1	1	0																					
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	748																	
96	96	285	285	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	749							112										
96	96	1143/4	1143/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	750							112										
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	751							112										
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	752							113										
97	97	288	288	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	753							114										
97	97	288	288	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	754							115										
97	97	579/2	579/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	755							115										
97	97	290	290	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	756							115										
97	97	1163/4	1163/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	757							115										
98	98	291	291	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	758							114										
98	98	291	291	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	759							115										
98	98	1167/4	1167/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	760							115										
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	761							115										
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	762							115										
99	99	294	294	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	763							114										
99	99	294	294	1.5	0	0	Chord	3/4	1	2	3/8		1/4	3/2	764							116										
99	99	591/2	591/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	765							116										
99	99	296	296	0.75	1/2	1/2	Chord	3/4	1	2	3/16		1/8	3/2	766							116										
99	99	1187/4	1187/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	767							116										
99	99	294	294	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	768							115										
99	99	591/2	591/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	769							115										
99	99	296	296	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	770							115										
99	99	1187/4	1187/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	771							115										
100	100	297	297	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	772							114										
100	100	297	297	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	773							116										
100	100	1191/4	1191/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	774							116										
100	100	298	298	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	775							116										
100	100	299	299	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	776							116										
100	100	297	297	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	777							115										
100	100	1191/4	1191/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	778							115										
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	779							115										
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	780																	
101	101	300	300	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	781		articStaccatoBelow															
101	101	601/2	601/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	782							117										
101	101	902/3	902/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	783							117										
101	101	1805/6	1805/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	784							117										
101	101	302	302	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	785							118										
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	786																	
101	101	301	301	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	787		articStaccatoAbove															
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0																73	73				
101	101	300	300	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	788												73	73				
101	101	301	301	0.0	1/4	1/4	Spanner	3/4	2	1	0																					
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	789																	
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	790																	
102	102	303	303	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	791		ornamentShortTrill															
102	102	1215/4	1215/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	792							119										
102	102	304	304	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	793							119										
102	102	305	305	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	794							119										
102	102	303	303	0.0	0	0	Spanner	3/4	2	1	0																74	74				
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	795												74	74				
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	796												74	74				
102	102	305	305	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	797																	
103	103	306	306	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	798																	
103	103	613/2	613/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	799							120										
103	103	920/3	920/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	800							120										
103	103	1841/6	1841/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	801							120										
103	103	308	308	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	802																	
103	103	308	308	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	803							121										
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	804																	
103	103	307	307	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	805																	
103	103	306	306	0.0	0	0	Spanner	3/4	2	1	0																75	75				
103	103	306	306	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	806												75	75				
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	807												75	75				
103	103	308	308	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	808																	
104	104	309	309	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	809		ornamentShortTrill															
104	104	1239/4	1239/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	810							122										
104	104	310	310	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	811							122										
104	104	311	311	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	812							122										
104	104	309	309	0.0	0	0	Spanner	3/4	2	1	0																76	76				
104	104	309	309	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	813												76	76				
104	104	310	310	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	814												76	76				
104	104	311	311	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	815																	
105	105	312	312	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	816																	
105	105	1251/4	1251/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	817							123										
105	105	313	313	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	818							123										
105	105	314	314	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	819							123										
105	105	314	314	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	820							123										
105	105	629/2	629/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	821							123										
105	105	312	312	0.0	0	0	Spanner	3/4	2	1	0																77	77				
105	105	312	312	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	822		articStaccatoBelow										77	77				
105	105	313	313	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	823												77	77				
105	105	313	313	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	824												77	77				
105	105	314	314	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	825												77	77				
106	106	315	315	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	826		ornamentShortTrill					123										
106	106	1263/4	1263/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	827							123										
106	106	316	316	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	828							123										
106	106	317	317	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	829							123										
106	106	315	315	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	830												77	77				
106	106	316	316	0.0	1/4	1/4	Spanner	3/4	2	1	0																					
106	106	315	315	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	831																	
106	106	316	316	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	832																	
106	106	317	317	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	833																	
107	107	318	318	0.0	0	0	Spanner	3/4	1	1	0															2						
107	107	318	318	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	834											2						
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	835							124				2						
107	107	319	319	0.0	1/4	1/4	Spanner	3/4	1	1	0											124										
107	107	319	319	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	836							124										
107	107	320	320	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	837							124										
107	107	320	320	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	838							124										
107	107	641/2	641/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	839							124										
107	107	318	318	0.0	0	0	Spanner	3/4	2	1	0																78	78				
107	107	318	318	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	840		articStaccatoBelow										78	78				
107	107	319	319	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	841												78	78				
108	108	321	321	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	842							124										
108	108	643/2	643/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	843							124										
108	108	322	322	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	844							124										
108	108	645/2	645/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	845		articAccentAbove					124										
108	108	647/2	647/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	846							124										
108	108	321	321	0.0	0	0	Spanner	3/4	2	1	0																					
109	109	324	324	0.0	0	0	Dynamic	3/4	1	1	0					p																
109	109	324	324	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	847																	
109	109	649/2	649/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	848							125										
109	109	974/3	974/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	849							125										
109	109	1949/6	1949/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	850							125										
109	109	326	326	0.0	1/2	1/2	Spanner	3/4	1	1	0														6							
109	109	326	326	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	851							126			6							
109	109	649/2	649/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	852										6							
109	109	325	325	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	853		articStaccatoAbove								6							
109	109	324	324	0.0	0	0	Spanner	3/4	2	1	0																79	79				
109	109	324	324	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	854												79	79				
109	109	325	325	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	855												79	79				
109	109	326	326	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
109	109	326	326	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	856																	
110	110	327	327	0.0	0	0	Spanner	3/4	1	1	0																					
110	110	327	327	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	857		ornamentShortTrill															
110	110	1311/4	1311/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	858							127										
110	110	328	328	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	859							127										
110	110	329	329	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	860							127										
110	110	327	327	0.0	0	0	Spanner	3/4	2	1	0																80	80				
110	110	327	327	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	861												80	80				
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	862												80	80				
110	110	329	329	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
110	110	329	329	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	863																	
111	111	330	330	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	864		articStaccatoBelow															
111	111	661/2	661/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	865							128										
111	111	992/3	992/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	866							128										
111	111	1985/6	1985/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	867							128										
111	111	332	332	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	868																	
111	111	332	332	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	869		articAccentAbove					129										
111	111	661/2	661/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	870																	
111	111	331	331	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	871																	
111	111	330	330	0.0	0	0	Spanner	3/4	2	1	0																81	81				
111	111	330	330	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	872												81	81				
111	111	331	331	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	873												81	81				
111	111	332	332	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	874																	
112	112	333	333	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	875		ornamentShortTrill															
112	112	1335/4	1335/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	876							130										
112	112	334	334	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	877							130										
112	112	335	335	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	878							130										
112	112	333	333	0.0	0	0	Spanner	3/4	2	1	0																82	82				
112	112	333	333	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	879												82	82				
112	112	334	334	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	880												82	82				
112	112	335	335	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
112	112	335	335	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	881																	
113	113	336	336	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	882																	
113	113	1347/4	1347/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	883							131										
113	113	337	337	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	884							131										
113	113	338	338	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	885							131										
113	113	338	338	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	886							131										
113	113	677/2	677/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	887							131										
113	113	336	336	0.0	0	0	Spanner	3/4	2	1	0																83	83				
113	113	336	336	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	888												83	83				
113	113	337	337	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	889												83	83				
113	113	337	337	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	890												83	83				
113	113	338	338	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	891												83	83				
114	114	339	339	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	892		ornamentShortTrill															
114	114	1359/4	1359/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	893							132										
114	114	340	340	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	894							132										
114	114	341	341	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	895							132										
114	114	339	339	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	896												83	83				
114	114	341	341	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
114	114	339	339	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	897																	
114	114	340	340	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	898																	
114	114	341	341	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	899																	
115	115	342	342	0.4	0	0	Chord	3/4	1	1	1/10		1/8	4/5	900																	
115	115	1712/5	1712/5	0.4	1/10	1/10	Chord	3/4	1	1	1/10		1/8	4/5	901							133										
115	115	1714/5	1714/5	0.4	1/5	1/5	Chord	3/4	1	1	1/10		1/8	4/5	902							133										
115	115	1716/5	1716/5	0.4	3/10	3/10	Chord	3/4	1	1	1/10		1/8	4/5	903							133										
115	115	1718/5	1718/5	0.4	2/5	2/5	Chord	3/4	1	1	1/10		1/8	4/5	904		articAccentBelow					133										
115	115	344	344	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	905							133										
115	115	689/2	689/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	906							133										
115	115	342	342	0.0	0	0	Spanner	3/4	2	1	0																84	84				
115	115	342	342	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	907												84	84				
115	115	342	342	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	908												84	84				
115	115	343	343	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	909												84	84				
116	116	345	345	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	910		ornamentShortTrill															
116	116	1383/4	1383/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	911							134										
116	116	346	346	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	912							134										
116	116	347	347	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	913							134										
116	116	345	345	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	914												84	84				
116	116	345	345	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	915												84	84				
116	116	346	346	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	916												84	84				
116	116	347	347	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	917												84	84				
117	117	348	348	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	918		articStaccatoAbove															
117	117	1395/4	1395/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	919																	
117	117	349	349	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	920							135										
117	117	701/2	701/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	921							135										
117	117	348	348	0.0	0	0	Spanner	3/4	2	1	0																					
117	117	348	348	0.0	0	0	Spanner	3/4	2	1	0																85	85				
117	117	348	348	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	922		articStaccatoBelow										85	85				
117	117	349	349	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	923												85	85				
118	118	351	351	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	924		ornamentShortTrill															
118	118	1407/4	1407/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	925							136										
118	118	352	352	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	926							136										
118	118	353	353	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	927																	
118	118	351	351	0.0	0	0	Spanner	3/4	2	1	0																					
118	118	351	351	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	928																	
118	118	352	352	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	929							137										
118	118	353	353	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	930																	
119	119	354	354	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	931																	
119	119	354	354	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	932																	
119	119	354	354	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	933		articAccentBelow					138										
119	119	355	355	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	934		articStaccatoAbove															
119	119	713/2	713/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	935							139										
119	119	354	354	0.0	0	0	Spanner	3/4	2	1	0																86	86				
119	119	354	354	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	936		articStaccatoBelow										86	86				
119	119	355	355	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	937												86	86				
119	119	711/2	711/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																					
120	120	357	357	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	938		ornamentShortTrill															
120	120	1431/4	1431/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	939							140										
120	120	358	358	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	940							140										
120	120	359	359	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	941																	
120	120	357	357	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	942																	
120	120	358	358	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	943							141										
