mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
117	117	348	348	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1008													
117	117	1395/4	1395/4	0.0	3/16	3/16	Spanner	3/4	1	1	0														6			
117	117	1395/4	1395/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1009							48			6			
117	117	349	349	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1010							48			6			
117	117	1399/4	1399/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1011							48			6			
117	117	350	350	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1012							48			6			
117	117	1403/4	1403/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1013							48			6			
117	117	349	349	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1014										6			
117	117	350	350	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1015										6			
117	117	348	348	0.0	0	0	Spanner	3/4	2	1	0																80	80
117	117	348	348	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1016												80	80
117	117	349	349	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1017												80	80
117	117	350	350	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1018												80	80
118	118	351	351	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1019							48			6			
118	118	1407/4	1407/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1020							48			6			
118	118	352	352	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1021							48			6			
118	118	1411/4	1411/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1022							48			6			
118	118	353	353	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1023							48			6			
118	118	707/2	707/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1024							48			6			
118	118	352	352	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1025										6			
118	118	353	353	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1026										6			
118	118	351	351	0.0	0	0	Spanner	3/4	2	1	0																	
118	118	351	351	0.0	0	0	Spanner	3/4	2	1	0																81	81
118	118	351	351	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1027												81	81
118	118	352	352	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1028												81	81
118	118	353	353	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1029												81	81
119	119	354	354	0.0	0	0	Dynamic	3/4	1	1	0					ff												
119	119	354	354	0.0	0	0	Spanner	3/4	1	1	0																	
119	119	354	354	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1030													
119	119	709/2	709/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1031													
119	119	355	355	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1032													
119	119	356	356	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1033													
119	119	354	354	0.0	0	0	Spanner	3/4	2	1	0																	
119	119	354	354	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1034													
119	119	709/2	709/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1035													
119	119	355	355	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1036													
119	119	356	356	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1037													
120	120	357	357	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1038		articAccentAbove											
120	120	1431/4	1431/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1039													
120	120	358	358	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1040													
120	120	359	359	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1041													
120	120	357	357	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1042													
120	120	1431/4	1431/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1043													
120	120	358	358	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1044													
120	120	359	359	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1045													
121	121	360	360	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1046		articAccentAbove											
121	121	1443/4	1443/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1047													
121	121	361	361	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1048													
121	121	362	362	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1049													
121	121	360	360	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1050													
121	121	1443/4	1443/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1051													
121	121	361	361	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1052													
121	121	362	362	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1053													
122	122	363	363	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1054		articAccentAbove											
122	122	1455/4	1455/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1055													
122	122	364	364	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1056													
122	122	365	365	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1057													
122	122	363	363	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1058													
122	122	1455/4	1455/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1059													
122	122	364	364	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1060													
122	122	365	365	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1061													
123	123	366	366	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1062													
123	123	1467/4	1467/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1063													
123	123	367	367	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1064													
123	123	368	368	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1065		articAccentBelow											
123	123	366	366	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1066													
123	123	1467/4	1467/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1067													
123	123	367	367	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1068													
123	123	368	368	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1069													
124	124	369	369	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1070													
124	124	1479/4	1479/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1071													
124	124	370	370	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1072													
124	124	371	371	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1073		articAccentBelow											
124	124	369	369	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1074													
124	124	1479/4	1479/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1075													
124	124	370	370	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1076													
124	124	371	371	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1077													
125	125	372	372	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1078													
125	125	1491/4	1491/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1079													
125	125	373	373	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1080													
125	125	374	374	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1081													
125	125	372	372	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1082													
125	125	1491/4	1491/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1083													
125	125	373	373	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1084													
125	125	374	374	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1085		articAccentAbove											
126	126	375	375	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1086													
126	126	1503/4	1503/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1087													
126	126	376	376	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1088													
126	126	377	377	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1089													
126	126	375	375	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1090													
126	126	1503/4	1503/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1091													
126	126	376	376	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1092													
126	126	377	377	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1093		articAccentBelow											
127	127	378	378	0.0	0	0	Dynamic	3/4	1	1	0					p												
127	127	378	378	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1094							49						
127	127	1515/4	1515/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1095							49						
127	127	379	379	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1096							49						
127	127	761/2	761/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1097							49						
127	127	378	378	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1098													
127	127	380	380	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1099													
127	127	378	378	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1100													
127	127	380	380	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1101													
128	128	381	381	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1102							49						
128	128	1527/4	1527/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1103							49						
128	128	382	382	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1104							49						
128	128	767/2	767/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1105							49						
128	128	381	381	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1106													
128	128	383	383	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1107													
128	128	381	381	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1108													
128	128	383	383	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1109													
129	129	384	384	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1110							49						
129	129	1539/4	1539/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1111							49						
129	129	385	385	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1112							49						
129	129	386	386	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1113							49						
129	129	384	384	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1114													
129	129	386	386	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1115													
129	129	384	384	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1116													
129	129	386	386	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1117													
130	130	387	387	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1118							49						
130	130	1551/4	1551/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1119							49						
130	130	388	388	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1120													
130	130	387	387	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1121													
130	130	389	389	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1122													
130	130	387	387	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1123													
130	130	389	389	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1124													
131	131	390	390	0.0	0	0	Dynamic	3/4	1	1	0					pp												
131	131	390	390	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1125							50						
131	131	1563/4	1563/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1126							50						
131	131	391	391	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1127							50						
131	131	785/2	785/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1128							50						
131	131	390	390	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1129													
131	131	392	392	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1130													
131	131	390	390	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1131													
131	131	392	392	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1132													
132	132	393	393	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1133							50						
132	132	1575/4	1575/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1134							50						
132	132	394	394	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1135							50						
132	132	791/2	791/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1136							50						
132	132	393	393	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1137													
132	132	395	395	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1138													
132	132	393	393	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1139													
132	132	395	395	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1140													
133	133	396	396	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1141							50						
133	133	1587/4	1587/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1142							50						
133	133	397	397	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1143							50						
133	133	398	398	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1144							50						
133	133	396	396	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1145													
133	133	398	398	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1146													
133	133	396	396	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1147													
133	133	398	398	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1148													
134	134	399	399	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1149							50						
134	134	1599/4	1599/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1150							50						
134	134	400	400	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1151							50						
134	134	399	399	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1152													
134	134	401	401	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1153													
134	134	399	399	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1154													
134	134	401	401	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1155													
135	135	402	402	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1156							50						
135	135	1611/4	1611/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1157							50						
135	135	403	403	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1158							50						
135	135	404	404	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1159							50						
135	135	402	402	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1160													
135	135	404	404	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1161													
135	135	402	402	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1162													
135	135	404	404	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1163													
136	136	405	405	0.0	0	0	StaffText	3/4	1	1	0							smorz.				50						
136	136	405	405	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1164							50						
136	136	1623/4	1623/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1165							50						
136	136	406	406	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1166							50						
136	136	405	405	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1167													
136	136	407	407	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1168													
136	136	405	405	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1169													
136	136	407	407	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1170													
137	137	408	408	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1171							50						
137	137	1635/4	1635/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1172							50						
137	137	409	409	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1173							50						
137	137	408	408	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1174													
137	137	410	410	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1175													
137	137	408	408	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1176													
137	137	410	410	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1177													
138	138	411	411	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1178							50						
138	138	411	411	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1179													
138	138	1647/4	1647/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1180													
138	138	412	412	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1181													
138	138	827/2	827/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1182													
138	138	411	411	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1183													
138	138	413	413	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1184													
139	139	414	414	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1185													
139	139	414	414	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1186													
