mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
108	106	316	316	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	746								45					53	53
108	106	317	317	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	747													53	53
108	106	318	318	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	748													53	53
109	107	319	319	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	749								44						
109	107	639/2	639/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	750								44						
109	107	320	320	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	751								44						
109	107	643/2	643/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	752								44						
109	107	319	319	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	753			articStaccatoBelow										53	53
109	107	320	320	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	754													53	53
110	108	322	322	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	755								44						
110	108	645/2	645/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	756								44						
110	108	323	323	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	757														
110	108	322	322	0.0	0	0	Spanner	3/4	2	1	0																		
110	108	322	322	0.0	0	0	Spanner	3/4	2	1	0																	54	54
110	108	322	322	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	758			articStaccatoBelow										54	54
110	108	323	323	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	759													54	54
111	109	325	325	0.0	0	0	Dynamic	3/4	1	1	0						f												
111	109	325	325	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	760														
111	109	326	326	0.0	1/4	1/4	Spanner	3/4	1	1	0																9		
111	109	326	326	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	761												9		
111	109	655/2	655/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	762								46				9		
111	109	325	325	0.0	0	0	Spanner	3/4	2	1	0																		
111	109	325	325	0.0	0	0	Spanner	3/4	2	1	0																	55	55
111	109	325	325	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	763													55	55
111	109	326	326	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	764													55	55
111	109	655/2	655/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	765													55	55
112	110	328	328	0.0	0	0	Spanner	3/4	1	1	0																		
112	110	328	328	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	766														
112	110	1315/4	1315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	767								47						
112	110	329	329	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	768			articStaccatoBelow											
112	110	330	330	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	769								48						
112	110	328	328	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	770													55	55
112	110	1315/4	1315/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	771													55	55
112	110	329	329	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	772													55	55
112	110	330	330	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	773													55	55
113	111	331	331	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	774			articStaccatoBelow											
113	111	1327/4	1327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	775								49						
113	111	332	332	0.0	1/4	1/4	Spanner	3/4	1	1	0												49				10		
113	111	332	332	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	776								49				10		
113	111	997/3	997/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	777								49				10		
113	111	998/3	998/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	778								49				10		
113	111	333	333	0.0	1/2	1/2	Spanner	3/4	1	1	0												49						
113	111	333	333	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	779								49						
113	111	667/2	667/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	780								49						
113	111	332	332	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	781														
113	111	331	331	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	782													55	55
113	111	332	332	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	783			articAccentAbove										55	55
114	112	334	334	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	784														
114	112	1339/4	1339/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	785								50						
114	112	335	335	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	786														
114	112	336	336	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	787			articAccentBelow					51						
114	112	334	334	0.0	0	0	Spanner	3/4	2	1	0																		
114	112	334	334	0.0	0	0	Spanner	3/4	2	1	0																	56	56
114	112	334	334	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	788			articStaccatoBelow										56	56
114	112	335	335	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	789													56	56
114	112	336	336	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	790								52					56	56
115	113	337	337	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	791			articStaccatoBelow											
115	113	338	338	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	792														
115	113	679/2	679/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	793								53						
115	113	337	337	0.0	0	0	Spanner	3/4	2	1	0																		
115	113	337	337	0.0	0	0	Spanner	3/4	2	1	0																	57	57
115	113	337	337	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	794			articStaccatoAbove										57	57
115	113	338	338	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	795													57	57
115	113	679/2	679/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	796													57	57
116	114	340	340	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	797														
116	114	1363/4	1363/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	798								54						
116	114	341	341	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	799			articStaccatoBelow											
116	114	342	342	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	800								55						
116	114	340	340	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	801													57	57
116	114	1363/4	1363/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	802													57	57
116	114	341	341	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	803													57	57
116	114	342	342	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	804													57	57
117	115	343	343	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	805														
117	115	1375/4	1375/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	806								56						
117	115	344	344	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	807								56						
117	115	1033/3	1033/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	808								56						
117	115	1034/3	1034/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	809								56						
117	115	345	345	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	810								56						
117	115	691/2	691/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	811								56						
117	115	344	344	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	812														
117	115	343	343	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	813			articStaccatoAbove										57	57
117	115	344	344	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	814			articAccentAbove										57	57
117	115	345	345	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
118	116	346	346	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	815														
118	116	1387/4	1387/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	816								57						
118	116	347	347	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	817														
118	116	348	348	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	818			articAccentBelow											
118	116	346	346	0.0	0	0	Spanner	3/4	2	1	0																	58	58
118	116	346	346	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	819													58	58
118	116	347	347	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	820													58	58
118	116	348	348	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	821													58	58
119	117	349	349	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	822								58						
119	117	351	351	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	823								58						
119	117	349	349	0.0	0	0	Dynamic	3/4	1	2	0						p												
119	117	349	349	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	824														
119	117	349	349	0.0	0	0	Spanner	3/4	2	1	0																		
119	117	349	349	0.0	0	0	Spanner	3/4	2	1	0																	59	59
119	117	349	349	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	825								59					59	59
119	117	699/2	699/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	826								59					59	59
119	117	350	350	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	827								59					59	59
119	117	701/2	701/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												59						
119	117	701/2	701/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	828								59						
119	117	351	351	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	829								59						
119	117	703/2	703/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	830								59						
120	118	352	352	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	831														
120	118	354	354	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	832								60						
120	118	352	352	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	833								59						
120	118	705/2	705/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	834								59						
120	118	353	353	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	835								59						
120	118	707/2	707/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	836								59						
120	118	354	354	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	837														
121	119	355	355	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	838								60						
121	119	357	357	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	839								60						
121	119	355	355	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	840														
121	119	355	355	0.0	0	0	Spanner	3/4	2	1	0																	60	60
121	119	355	355	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	841								61					60	60
121	119	711/2	711/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	842								61					60	60
121	119	356	356	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	843								61					60	60
121	119	713/2	713/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												61						
121	119	713/2	713/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	844								61						
121	119	357	357	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	845								61						
121	119	715/2	715/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	846								61						
122	120	358	358	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	847								60						
122	120	360	360	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	848								60						
122	120	358	358	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	849								61						
122	120	717/2	717/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	850								61						
122	120	359	359	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	851								61						
122	120	719/2	719/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	852								61						
122	120	360	360	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	853														
123	121	361	361	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	854								60						
123	121	363	363	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	855								60						
123	121	361	361	0.0	0	0	Spanner	3/4	2	1	0																	61	61
123	121	361	361	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	856								62					61	61
123	121	723/2	723/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	857								62					61	61
123	121	362	362	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	858								62					61	61
123	121	725/2	725/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												62						
123	121	725/2	725/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												62	12					
123	121	725/2	725/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	859								62	12					
123	121	363	363	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	860								62	12					
123	121	727/2	727/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	861								62	12					
124	122	364	364	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	862														
124	122	366	366	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	863														
124	122	364	364	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	864								62	12					
124	122	729/2	729/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	865								62	12					
124	122	365	365	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	866								62	12					
124	122	731/2	731/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	867								62	12					
124	122	366	366	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	868								62	12					
125	123	367	367	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	869														
125	123	369	369	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	870														
125	123	367	367	0.0	0	0	Spanner	3/4	2	1	0												62						
125	123	367	367	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	871								62						
125	123	735/2	735/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	872								62						
125	123	368	368	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	873								62						
125	123	737/2	737/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	874								62						
125	123	369	369	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	875								62						
126	124	370	370	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	876														
126	124	372	372	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	877								63						
126	124	370	370	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	878								62						
126	124	741/2	741/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	879								62						
126	124	371	371	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	880								62						
126	124	743/2	743/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	881								62						
126	124	372	372	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	882								62						
127	125	373	373	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	883								63						
127	125	373	373	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	884														
127	125	373	373	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	885														
127	125	374	374	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	886								64						
127	125	749/2	749/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	887								64						
127	125	375	375	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	888								64						
127	125	751/2	751/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	889								64						
128	126	376	376	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	890								63						
128	126	753/2	753/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	891								63						
128	126	377	377	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	892								63						
128	126	378	378	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	893								63						
128	126	376	376	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	894														
128	126	377	377	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	895														
128	126	376	376	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	896								64						
128	126	753/2	753/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	897								64						
128	126	377	377	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	898								64						
128	126	757/2	757/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	899								64						
128	126	378	378	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	900														
129	127	379	379	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	901								63						
129	127	759/2	759/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	902								63						
129	127	380	380	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	903								63						
129	127	381	381	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	904								63						
129	127	763/2	763/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	905								63						
129	127	379	379	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	906														
129	127	380	380	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	907														
129	127	761/2	761/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	908														
129	127	381	381	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	909														
129	127	763/2	763/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	910														
129	127	379	379	1.0	0	0	Chord	3/4	1	3	1/4		1/4	1	911														
129	127	380	380	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	912								65						
129	127	379	379	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	913								64						
129	127	380	380	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	914								64						
129	127	381	381	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	915								64						
129	127	763/2	763/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	916								64						
129	127	379	379	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	917														
130	128	382	382	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	918								63						
130	128	765/2	765/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	919								63						
130	128	383	383	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	920								63						
130	128	384	384	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	921								63						
130	128	382	382	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	922														
130	128	383	383	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	923														
130	128	383	383	1.5	1/4	1/4	Chord	3/4	1	3	3/8		1/4	3/2	924														
130	128	769/2	769/2	0.5	5/8	5/8	Chord	3/4	1	3	1/8		1/8	1	925														
130	128	382	382	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	926								64						
130	128	765/2	765/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	927								64						
130	128	383	383	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	928								64						
130	128	382	382	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	929														
131	129	385	385	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	930														
131	129	385	385	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	931														
131	129	386	386	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	932								66						
131	129	773/2	773/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	933								66						
131	129	387	387	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	934								66						
131	129	775/2	775/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	935														
132	130	388	388	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	936								67						
132	130	390	390	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	937								67						
132	130	388	388	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	938								68						
132	130	777/2	777/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	939								68						
132	130	389	389	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	940								68						
132	130	781/2	781/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	941								68						
133	131	391	391	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	942								67						
133	131	391	391	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	943								69						
133	131	392	392	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	944								69						
133	131	785/2	785/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	945								69						
133	131	393	393	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	946								69						
133	131	787/2	787/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	947								69						
133	131	391	391	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	948														
134	132	394	394	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	949								67						
134	132	394	394	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	950								69						
134	132	789/2	789/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	951								69						
134	132	395	395	1.5	1/4	1/4	Chord	3/4	1	2	3/8		1/4	3/2	952								69						
134	132	793/2	793/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	953								69, 70						
134	132	394	394	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	954								71						
134	132	395	395	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	955								71						
134	132	396	396	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	956								71						
134	132	394	394	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	957														
135	133	397	397	0.0	0	0	Spanner	3/4	1	1	0													13					
135	133	397	397	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	958									13					
135	133	397	397	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	959								69	13					
135	133	795/2	795/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	960								69, 72	13					
135	133	398	398	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	961								69, 72	13					
135	133	797/2	797/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	962								69, 72	13					
135	133	399	399	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	963								69, 72	13					
135	133	799/2	799/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	964								69, 72	13					
135	133	397	397	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	965														
136	134	400	400	0.0	0	0	Spanner	3/4	1	1	0																		
136	134	401	401	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	966														
136	134	402	402	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	967														
136	134	400	400	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	968			articAccentBelow					69, 72						
136	134	1201/3	1201/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	969								69, 72						
136	134	1202/3	1202/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	970								72						
136	134	401	401	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	971								72						
136	134	803/2	803/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	972								72						
136	134	402	402	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	973								72						
136	134	805/2	805/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	974								72						
136	134	400	400	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	975								73						
136	134	401	401	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	976								73						
136	134	402	402	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	977								73						
137	135	403	403	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	978														
137	135	807/2	807/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	979														
137	135	404	404	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	980														
137	135	809/2	809/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	981														
137	135	405	405	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	982														
137	135	811/2	811/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	983														
137	135	403	403	0.0	0	0	Spanner	3/4	2	1	0																	62	62
137	135	403	403	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	984													62	62
137	135	404	404	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	985													62	62
137	135	405	405	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	986													62	62
138	136	407	407	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	987														
138	136	408	408	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	988														
138	136	406	406	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	989								72						
138	136	1219/3	1219/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	990								72						
138	136	1220/3	1220/3	0.0	1/6	1/6	Spanner	3/4	1	2	0												72				11		
138	136	1220/3	1220/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	991								72				11		
138	136	407	407	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	992								72				11		
138	136	815/2	815/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	993								72				11		
138	136	408	408	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	994								72				11		
138	136	817/2	817/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	995								72				11		
138	136	407	407	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
138	136	407	407	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	996								74						
138	136	408	408	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	997								74						
139	137	409	409	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	998														
139	137	819/2	819/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	999														
139	137	410	410	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1000														
139	137	821/2	821/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1001														
139	137	411	411	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1002														
139	137	823/2	823/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1003														
139	137	409	409	0.0	0	0	Spanner	3/4	1	2	0												72						
139	137	409	409	0.0	0	0	Spanner	3/4	2	1	0																	63	63
139	137	409	409	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1004													63	63
139	137	410	410	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1005													63	63
139	137	411	411	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1006													63	63
140	138	413	413	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1007														
