mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	735							48						
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	736							48						
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	737							48						
83	83	246	246	0.0	0	0	Spanner	3/4	2	1	0																	
83	83	246	246	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	738													
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	739													
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	740													
84	84	249	249	0.0	0	0	Spanner	3/4	1	1	0											48				10		
84	84	249	249	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	741							48				10		
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	742							48				10		
84	84	250	250	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	743											10		
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	744													
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	745													
85	85	252	252	0.0	0	0	Spanner	3/4	1	1	0																	
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	746							49						
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	747							49						
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	748							49						
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	749							49						
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	750													
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	751													
86	86	255	255	0.0	0	0	Spanner	3/4	1	1	0											49					16	
86	86	255	255	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	752							49					16	
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	753							49					16	
86	86	256	256	0.0	1/4	1/4	StaffText	3/4	1	1	0							ten.				49					16	
86	86	256	256	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16after	1/16	1	754							49					16	
86	86	256	256	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16after	1/16	1	755							49					16	
86	86	256	256	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	756							49					16	
86	86	256	256	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	757		ornamentTrill					49					16	
86	86	255	255	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	758													
86	86	256	256	0.0	1/4	1/4	Spanner	3/4	2	1	0												43	43				
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	759								43	43				
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	760								43	43				
87	87	258	258	0.0	0	0	Spanner	3/4	1	1	0											49						
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	761							49						
87	87	517/2	517/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	762							49						
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	763							49						
87	87	260	260	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	764							49						
87	87	521/2	521/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	765							49						
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																	
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0												44	44				
87	87	258	258	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	766								44	44				
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	767								44	44				
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	768								44	44				
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	769													
88	88	1047/4	1047/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	770							50						
88	88	262	262	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	771													
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																	
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0												45	45				
88	88	261	261	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	772								45	45				
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	773								45	45				
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	774								45	45				
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	775							51						
89	89	529/2	529/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	776							51						
89	89	265	265	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	777							51						
89	89	266	266	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	778							51						
89	89	1067/4	1067/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	779							51						
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																	
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0												46	46				
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	780								46	46				
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	781								46	46				
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	782								46	46				
90	90	267	267	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	783													
90	90	267	267	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	784													
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	785													
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	786							52						
90	90	268	268	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	787							53						
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																	
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0												47	47				
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	788								47	47				
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	789								47	47				
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	790								47	47				
91	91	270	270	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	791													
91	91	271	271	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	792							54						
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	793							54						
91	91	272	272	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	794							54						
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	795							54						
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																	
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0												48	48				
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	796								48	48				
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	797								48	48				
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	798								48	48				
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	799							54						
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	800							54						
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	801							54						
92	92	275	275	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	802							54						
92	92	1103/4	1103/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	803							54						
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0												49	49				
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0												49	49				
92	92	273	273	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	804								49	49				
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	805								49	49				
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	806								49	49				
93	93	276	276	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	807							54						
93	93	829/3	829/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	808							54						
93	93	830/3	830/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	809							54						
93	93	277	277	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	810							54						
93	93	555/2	555/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	811							54						
93	93	278	278	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	812							54						
93	93	557/2	557/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	813							54						
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0																	
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0												50	50				
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	814								50	50				
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	815								50	50				
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	816								50	50				
94	94	279	279	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	817							54						
94	94	559/2	559/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	818							54						
94	94	280	280	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	819							54						
94	94	563/2	563/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	820							54						
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0																	
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0												51	51				
94	94	279	279	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	821								51	51				
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	822								51	51				
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	823								51	51				
95	95	282	282	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	824							54						
95	95	283	283	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	825							54						
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	826							54						
95	95	284	284	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	827							54						
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	828							54						
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0																	
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0												52	52				
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	829								52	52				
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	830								52	52				
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	831								52	52				
96	96	285	285	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	832							54						
96	96	571/2	571/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	833							54						
96	96	286	286	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	834							54						
96	96	573/2	573/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	835							54						
96	96	287	287	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	836							54						
96	96	575/2	575/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	837							54						
96	96	285	285	0.0	0	0	Spanner	3/4	2	1	0																	
96	96	285	285	0.0	0	0	Spanner	3/4	2	1	0												53	53				
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	838								53	53				
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	839								53	53				
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	840								53	53				
97	97	288	288	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	841							54						
97	97	1155/4	1155/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	842							54						
97	97	289	289	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	843							54						
97	97	1159/4	1159/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	844							54						
97	97	290	290	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	845							54						
97	97	1163/4	1163/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	846							54						
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0																	
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0												54	54				
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	847								54	54				
97	97	289	289	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	848								54	54				
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	849								54	54				
98	98	291	291	0.0	0	0	Spanner	3/4	1	1	0																17	
98	98	291	291	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	850												17	
98	98	1167/4	1167/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	851							55					17	
98	98	292	292	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	852							55					17	
98	98	1171/4	1171/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	853							55					17	
98	98	293	293	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	854							55					17	
98	98	1175/4	1175/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	855							55					17	
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0																	
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0												55	55				
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	856								55	55				
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	857								55	55				
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	858								55	55				
99	99	294	294	0.0	0	0	Spanner	3/4	1	1	0											55						
99	99	294	294	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	859							55						
99	99	883/3	883/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	860							55						
99	99	884/3	884/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	861							55						
99	99	295	295	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	862							55						
99	99	1183/4	1183/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	863							55						
99	99	296	296	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	864							55						
99	99	1187/4	1187/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	865							55						
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0																	
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0												56	56				
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	866		articStaccatoBelow						56	56				
99	99	295	295	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	867								56	56				
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	868								56	56				
100	100	297	297	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	869							55						
100	100	1191/4	1191/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	870							55						
100	100	298	298	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	871							55						
100	100	1195/4	1195/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	872							55						
100	100	299	299	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	873							55						
100	100	1199/4	1199/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	874													
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0																	
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0												57	57				
100	100	297	297	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	875								57	57				
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	876								57	57				
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	877		articAccentAbove						57	57				
101	101	300	300	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	878							56						
101	101	1203/4	1203/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	879							56						
101	101	301	301	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	880							56						
101	101	1207/4	1207/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	881							56						
101	101	302	302	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	882							56						
101	101	1211/4	1211/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	883							56						
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0																	
101	101	300	300	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	884													
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	885													
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	886		articAccentAbove											
102	102	303	303	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	887							56						
102	102	910/3	910/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	888							56						
102	102	911/3	911/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	889							56						
102	102	304	304	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	890							56						
102	102	1219/4	1219/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	891							56						
102	102	305	305	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	892							56						
102	102	1223/4	1223/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	893							56						
102	102	303	303	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	894							57						
102	102	303	303	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	895													
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	896													
103	103	306	306	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	897							56						
103	103	1227/4	1227/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	898							56						
103	103	307	307	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	899							56						
103	103	1231/4	1231/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	900							56						
103	103	308	308	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	901							56						
103	103	1235/4	1235/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	902							56						
103	103	306	306	0.0	0	0	Spanner	3/4	2	1	0															11		
103	103	306	306	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	903											11		
103	103	306	306	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	904							58				11		
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	905							58				11		
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	906							58				11		
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	907							58				11		
104	104	309	309	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	908							56						
104	104	1239/4	1239/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	909							56						
104	104	310	310	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	910		articAccentBelow											
104	104	311	311	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	911													
104	104	309	309	0.0	0	0	Spanner	3/4	2	1	0											58						
104	104	309	309	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	912							58						
104	104	619/2	619/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	913							58						
104	104	310	310	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	914		articAccentAbove											
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	915													
105	105	312	312	0.0	0	0	Spanner	3/4	1	1	0																18	
105	105	312	312	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	916							59					18	
105	105	1251/4	1251/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	917							59					18	
105	105	313	313	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	918							59					18	
105	105	314	314	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	919							59					18	
105	105	312	312	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	920												18	
105	105	312	312	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	921													
105	105	314	314	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	922													
105	105	312	312	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	923													
106	106	315	315	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	924							59					18	
106	106	631/2	631/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	925							59					18	
106	106	316	316	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	926							59					18	
106	106	633/2	633/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	927							59					18	
106	106	317	317	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	928							59					18	
106	106	635/2	635/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	929							59					18	
106	106	315	315	0.0	0	0	Spanner	3/4	2	1	0												58	58				
106	106	315	315	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	930								58	58				
106	106	316	316	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	931								58	58				
106	106	317	317	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	932								58	58				
107	107	318	318	0.0	0	0	Spanner	3/4	1	1	0											59						
107	107	318	318	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	933							59						
107	107	637/2	637/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	934							59						
107	107	319	319	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	935							59						
107	107	639/2	639/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	936							59						
107	107	320	320	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	937							59						
107	107	641/2	641/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	938							59						
107	107	318	318	0.0	0	0	Spanner	3/4	2	1	0																	
107	107	318	318	0.0	0	0	Spanner	3/4	2	1	0												59	59				
107	107	318	318	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	939								59	59				
107	107	319	319	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	940								59	59				
107	107	320	320	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	941								59	59				
108	108	321	321	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	942							59						
108	108	643/2	643/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	943							59						
108	108	322	322	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	944							59						
108	108	322	322	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	945													
108	108	323	323	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	946													
108	108	321	321	0.0	0	0	Spanner	3/4	2	1	0																	
108	108	322	322	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	947													
108	108	323	323	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	948													
109	109	324	324	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	949							59						
109	109	649/2	649/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	950							59						
109	109	325	325	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	951							59						
109	109	326	326	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	952							59						
109	109	325	325	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	953													
109	109	326	326	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	954													
110	110	327	327	0.0	0	0	Spanner	3/4	1	1	0											59					19	
110	110	327	327	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	955							59					19	
110	110	1311/4	1311/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	956							59					19	
110	110	328	328	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16after	1/16	1	957							59					19	
110	110	328	328	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16after	1/16	1	958							59					19	
110	110	328	328	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	959							59					19	
110	110	328	328	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	960							59					19	
110	110	328	328	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	961		ornamentTrill					59					19	
110	110	327	327	0.0	0	0	Spanner	3/4	2	1	0												60	60				
110	110	327	327	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	962								60	60				
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	963								60	60				
110	110	329	329	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	964								60	60				
111	111	330	330	0.0	0	0	Spanner	3/4	1	1	0																	
111	111	330	330	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	965													
111	111	661/2	661/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	966							60						
111	111	331	331	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	967							60						
111	111	332	332	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	968							60						
111	111	665/2	665/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	969							60						
111	111	330	330	0.0	0	0	Spanner	3/4	2	1	0																	
111	111	330	330	0.0	0	0	Spanner	3/4	2	1	0												61	61				
111	111	330	330	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	970								61	61				
111	111	331	331	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	971								61	61				
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	972								61	61				
112	112	333	333	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	973													
112	112	1335/4	1335/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	974							61						
112	112	334	334	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	975							61						
112	112	333	333	0.0	0	0	Spanner	3/4	2	1	0																	
112	112	333	333	0.0	0	0	Spanner	3/4	2	1	0												62	62				
112	112	333	333	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	976								62	62				
112	112	334	334	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	977								62	62				
112	112	335	335	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	978								62	62				
113	113	336	336	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	979							61						
113	113	673/2	673/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	980							61						
