mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	decrescendo_hairpin	crescendo_hairpin
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0													56	56			
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	752									56	56			
99	99	295	295	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	753									56	56			
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	754									56	56			
100	100	297	297	0.0	0	0	Spanner	3/4	1	1	0												49					
100	100	297	297	0.0	0	0	Spanner	3/4	1	1	0												49					3
100	100	297	297	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	755								49					3
100	100	892/3	892/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	756								49					3
100	100	893/3	893/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	757								49					3
100	100	298	298	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	758								49					3
100	100	597/2	597/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	759								49					3
100	100	299	299	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	760								49					3
100	100	599/2	599/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	761								49					3
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0																	
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	762													
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	763													
100	100	297	297	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	764													
101	101	300	300	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	765								49					3
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	766								49					3
101	101	301	301	0.0	1/4	1/4	Spanner	3/4	1	1	0												49					
101	101	301	301	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	767								49					
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0													57	57			
101	101	300	300	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	768									57	57			
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	769									57	57			
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	770									57	57			
102	102	303	303	0.0	0	0	Dynamic	3/4	1	1	0						p						49					
102	102	303	303	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	771								49					
102	102	607/2	607/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	772								49					
102	102	304	304	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	773								49					
102	102	609/2	609/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	774								49					
102	102	305	305	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	775								49					
102	102	611/2	611/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	776								49					
102	102	303	303	0.0	0	0	Spanner	3/4	2	1	0																	
102	102	303	303	0.0	0	0	Spanner	3/4	2	1	0													58	58			
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	777									58	58			
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	778									58	58			
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	779									58	58			
103	103	306	306	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	780								49					
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	781								49					
103	103	307	307	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	782													
103	103	306	306	0.0	0	0	Spanner	3/4	2	1	0																	
103	103	306	306	0.0	0	0	Spanner	3/4	2	1	0													59	59			
103	103	306	306	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	783								50	59	59			
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	784									59	59			
103	103	308	308	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
103	103	306	306	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	785													
